rent_approval_date,town,block,street_name,flat_type,predicted_monthly_rent
2023-07,woodlands,878,Woodlands Avenue 9,3,2632.7822265625
2022-03,ang mo kio,170,ang mo kio avenue 4,2,1834.2159423828125
2023-04,ang mo kio,534,ang mo kio avenue 10,2,2640.0146484375
2022-10,serangoon,525,serangoon north avenue 4,5,3680.30810546875
2023-02,woodlands,839,Woodlands Street 82,3,3499.44189453125
2021-11,tampines,361,Tampines Street 34,3,2488.63427734375
2023-07,sengkang,334a,Anchorvale Crescent,3,3598.9228515625
2023-07,tampines,498b,tampines street 45,5,3559.474609375
2021-05,sengkang,445a,fernvale road,3,2090.3759765625
2022-06,sembawang,312,sembawang drive,4,2389.297119140625
2023-07,ang mo kio,503,ang mo kio avenue 5,2,2628.52490234375
2022-05,bukit merah,78,Indus Road,2,2534.441162109375
2021-07,jurong west,324,tah ching road,4,2157.1611328125
2022-10,jurong west,653c,Jurong West Street 61,4,3202.670654296875
2021-11,sengkang,180b,rivervale crescent,1,1334.2657470703125
2022-06,ang mo kio,131,Ang Mo Kio Avenue 3,3,2529.835205078125
2021-12,punggol,294,punggol central,4,2139.373046875
2021-11,clementi,343,clementi avenue 5,2,2191.740478515625
2023-05,punggol,199a,punggol field,4,3101.9501953125
2021-05,choa chu kang,435,choa chu kang avenue 4,3,2124.4365234375
2022-05,tampines,213,tampines street 23,2,1894.270263671875
2021-11,woodlands,802,Woodlands Street 81,3,2226.81787109375
2021-04,bukit batok,360,Bukit Batok Street 31,2,1910.284912109375
2023-02,bukit merah,21,jalan membina,3,3802.00927734375
2022-06,ang mo kio,308a,ang mo kio avenue 1,3,3090.779052734375
2023-06,serangoon,144,Serangoon North Avenue 1,3,3524.93017578125
2022-01,jurong west,153,Yung Ho Road,3,2179.7236328125
2021-10,sengkang,261c,Sengkang East Way,3,2405.833984375
2022-06,central,264,waterloo street,2,2505.338134765625
2021-12,geylang,92a,Pipit Road,3,2354.263671875
2022-03,woodlands,216,Marsiling Lane,4,2116.189697265625
2022-11,woodlands,745,Woodlands Circle,4,3288.69189453125
2021-10,punggol,673c,Edgefield Plains,3,2464.112060546875
2021-10,hougang,468,hougang avenue 8,4,2610.02783203125
2023-04,tampines,490a,Tampines Street 45,4,4055.764892578125
2022-12,jurong west,276a,jurong west street 25,3,2242.822021484375
2023-06,pasir ris,136,pasir ris street 11,5,3940.709228515625
2023-01,yishun,256,Yishun Ring Road,2,3041.30078125
2022-01,sembawang,310,Canberra Road,5,2489.8662109375
2021-12,woodlands,661,woodlands ring road,4,2377.249755859375
2022-08,pasir ris,210,pasir ris street 21,5,2962.29931640625
2023-04,punggol,217d,sumang walk,4,3083.890625
2023-02,hougang,965,hougang avenue 9,3,3155.622314453125
2021-09,ang mo kio,463,Ang Mo Kio Avenue 10,2,1972.5482177734375
2022-06,bukit batok,241,bukit batok east avenue 5,2,2210.89892578125
2022-07,sengkang,251,compassvale street,4,2431.200927734375
2022-05,pasir ris,615,elias road,4,2911.89111328125
2022-07,bukit panjang,102,gangsa road,2,2086.392822265625
2022-03,hougang,441,hougang avenue 8,5,2468.17041015625
2022-10,bukit batok,205,Bukit Batok Street 21,2,1979.5960693359375
2021-06,punggol,101d,Punggol Field,4,2244.434814453125
2021-09,pasir ris,519,pasir ris street 52,4,2502.471435546875
2021-09,yishun,223,Yishun Street 21,2,1837.0650634765625
2021-08,bedok,761,bedok reservoir view,3,2197.30078125
2022-07,jurong west,706,jurong west street 71,4,2610.46337890625
2021-09,sembawang,508b,Wellington Circle,3,2141.58154296875
2021-09,jurong west,210,boon lay place,2,1824.7701416015625
2022-05,jurong west,337a,tah ching road,3,2987.882080078125
2023-03,queenstown,12,holland avenue,2,3004.249267578125
2021-08,ang mo kio,253,Ang Mo Kio Street 21,4,2286.8251953125
2022-01,clementi,351,clementi avenue 2,2,2218.920654296875
2021-01,kallang/whampoa,10,Jalan Batu,4,2652.46240234375
2022-06,sengkang,108,rivervale walk,3,2121.4375
2021-07,jurong west,974,jurong west street 93,5,2623.10546875
2023-05,woodlands,640,woodlands ring road,4,3637.525634765625
2022-06,choa chu kang,549,choa chu kang street 52,4,2177.338134765625
2021-03,punggol,175c,Punggol Field,4,2206.944580078125
2023-07,ang mo kio,571,ang mo kio avenue 3,2,2671.705810546875
2022-03,marine parade,20,marine terrace,2,2235.217529296875
2021-12,ang mo kio,223,Ang Mo Kio Avenue 1,2,1997.97119140625
2021-04,ang mo kio,465,ang mo kio avenue 10,2,1934.821044921875
2021-06,yishun,773,yishun avenue 3,3,2193.893798828125
2022-01,sengkang,205c,compassvale lane,3,2152.91064453125
2022-12,bukit merah,45,telok blangah drive,1,2938.209716796875
2022-12,bukit merah,25,Telok Blangah Crescent,4,4565.28564453125
2023-03,ang mo kio,634,ang mo kio avenue 6,3,3114.034912109375
2022-06,jurong west,667a,Jurong West Street 65,4,2395.029541015625
2021-03,woodlands,863,Woodlands Street 83,4,2047.126220703125
2021-03,pasir ris,195,pasir ris street 12,4,2193.984619140625
2023-05,jurong west,465,Jurong West Street 41,3,2457.291259765625
2023-04,tampines,868b,tampines avenue 8,3,3816.395751953125
2022-05,clementi,327,clementi avenue 5,2,2324.8369140625
2021-12,yishun,720,yishun street 71,3,1931.204833984375
2021-06,woodlands,851,woodlands street 83,4,2038.83056640625
2023-06,ang mo kio,560,ang mo kio avenue 10,2,3006.6962890625
2023-05,sembawang,308,canberra road,5,3833.227294921875
2022-11,serangoon,101,serangoon north avenue 1,3,3196.47900390625
2021-10,ang mo kio,474,ang mo kio avenue 10,2,1899.3321533203125
2023-04,choa chu kang,529,choa chu kang street 51,5,3254.451171875
2021-04,bukit panjang,609,bukit panjang ring road,4,2380.85302734375
2023-02,jurong west,978,jurong west street 93,3,1932.4168701171875
2021-06,choa chu kang,487c,choa chu kang avenue 5,4,2564.755126953125
2021-05,ang mo kio,181,ang mo kio avenue 5,2,1952.0128173828125
2022-04,pasir ris,241,Pasir Ris Street 21,5,2472.7626953125
2022-01,tampines,234,tampines street 21,2,2037.832763671875
2023-05,punggol,165a,punggol central,4,3060.55810546875
2022-06,sengkang,114,rivervale walk,3,1703.8096923828125
2022-01,yishun,366,yishun ring road,4,2494.985595703125
2022-06,kallang/whampoa,119,mcnair road,3,2921.02294921875
2022-11,ang mo kio,175,ang mo kio avenue 4,3,2585.210205078125
2023-02,bukit panjang,123,pending road,2,2892.4609375
2021-10,sengkang,190a,rivervale drive,4,2157.713623046875
2022-02,ang mo kio,474,Ang Mo Kio Avenue 10,3,2137.07080078125
2023-03,bukit panjang,476,segar road,3,3414.549072265625
2022-09,jurong east,231,Jurong East Street 21,2,2520.7646484375
2021-05,jurong east,304,jurong east street 32,2,1755.888671875
2023-06,bukit batok,288c,Bukit Batok Street 25,3,2968.7099609375
2021-06,bukit merah,17,cantonment close,4,3130.50927734375
2021-08,woodlands,519,woodlands drive 14,3,2087.79833984375
2023-07,ang mo kio,623,Ang Mo Kio Avenue 9,2,2848.2392578125
2022-03,tampines,701,Tampines Street 71,3,2453.333984375
2023-01,yishun,707,Yishun Avenue 5,3,2716.80419921875
2021-06,bedok,71,Bedok Sth Road,2,1752.9439697265625
2022-02,yishun,794,yishun ring road,4,2650.68994140625
2023-04,bedok,502,Bedok North Street 3,2,2841.239990234375
2022-11,woodlands,110,woodlands street 13,3,2593.7578125
2021-04,jurong west,491,jurong west avenue 1,2,1793.6300048828125
2023-04,sengkang,311b,Anchorvale Lane,4,3559.24169921875
2022-08,bukit batok,201,bukit batok street 21,4,3166.0009765625
2021-12,kallang/whampoa,95,Whampoa Drive,3,2445.345947265625
2021-03,yishun,871,yishun street 81,4,2138.6640625
2022-07,toa payoh,79b,Toa Payoh Central,3,2745.162841796875
2023-02,toa payoh,118,Potong Pasir Avenue 1,2,2809.320556640625
2022-05,tampines,808,tampines avenue 4,2,2180.128662109375
2022-10,sengkang,216b,Compassvale Drive,3,3592.81982421875
2023-03,bukit merah,128,Kim Tian Road,3,4011.365478515625
2022-11,woodlands,206,marsiling drive,2,2322.282470703125
2023-06,serangoon,147,serangoon north avenue 1,2,1939.6859130859375
2021-09,marine parade,35,marine crescent,2,1916.783447265625
2021-05,jurong west,660a,jurong west street 64,4,2298.39453125
2021-09,sembawang,493,Admiralty Link,3,2038.3072509765625
2023-03,ang mo kio,648,ang mo kio avenue 5,4,3671.389892578125
2023-04,choa chu kang,406,choa chu kang avenue 3,3,2742.26806640625
2022-07,jurong east,250,jurong east street 24,2,2570.32568359375
2021-08,tampines,515a,Tampines Central 7,4,2557.028076171875
2021-08,tampines,715,tampines street 71,4,2723.73876953125
2021-08,jurong west,211,boon lay place,2,1878.9437255859375
2021-06,kallang/whampoa,82,whampoa drive,2,2073.67236328125
2022-01,tampines,394,tampines avenue 7,4,2515.6640625
2023-05,jurong west,437,jurong west avenue 1,4,2408.2314453125
2021-05,bukit batok,150,bukit batok street 11,2,1982.6068115234375
2023-05,kallang/whampoa,77,lorong limau,2,2821.810791015625
2022-06,toa payoh,115,Lorong 1 Toa Payoh,2,2121.2578125
2021-11,tampines,897a,tampines street 81,3,2337.4111328125
2022-02,toa payoh,128,lorong 1 toa payoh,2,1979.310791015625
2022-11,tampines,410,Tampines Street 41,2,2312.236328125
2023-02,bukit panjang,155,gangsa road,5,3924.82421875
2022-01,central,1g,Cantonment Road,3,2971.95263671875
2023-07,jurong east,315,jurong east street 32,2,2882.526123046875
2021-06,bukit merah,26c,jalan membina,3,3059.3974609375
2022-10,jurong east,248,jurong east street 24,3,3212.142333984375
2021-09,punggol,174c,Edgedale Plains,4,2280.9453125
2022-12,geylang,48,circuit road,2,2376.237060546875
2021-03,hougang,132,Lorong Ah Soo,5,2465.78125
2023-06,sengkang,304a,anchorvale link,4,3342.51708984375
2021-12,woodlands,715,woodlands drive 70,3,2146.763427734375
2021-12,ang mo kio,465,ang mo kio avenue 10,2,2039.66162109375
2021-09,tampines,222,tampines street 24,3,2182.159423828125
2022-11,jurong west,864,Jurong West Street 81,3,2864.940673828125
2023-07,jurong west,518,jurong west street 52,3,4030.66064453125
2023-07,ang mo kio,610,ang mo kio avenue 4,2,2619.654296875
2023-04,tampines,267,tampines street 21,2,2315.87890625
2021-12,sengkang,250d,compassvale street,5,2884.298095703125
2022-04,pasir ris,146,pasir ris street 11,3,2440.311279296875
2021-04,geylang,11,pine close,3,2524.6064453125
2023-03,queenstown,82,commonwealth close,2,2484.39111328125
2023-01,ang mo kio,255,ang mo kio avenue 4,3,3440.7001953125
2021-04,hougang,614,Hougang Avenue 8,3,2148.7353515625
2021-09,punggol,202a,punggol field,4,1948.7183837890625
2021-10,kallang/whampoa,34,whampoa west,2,1956.5537109375
2021-06,jurong west,826,jurong west street 81,3,2277.04833984375
2021-06,tampines,270,Tampines Street 21,2,1821.1158447265625
2022-09,clementi,335,clementi avenue 2,2,2437.0615234375
2021-05,choa chu kang,808a,choa chu kang avenue 1,3,2480.623779296875
2023-05,ang mo kio,610,ang mo kio avenue 4,2,2485.642333984375
2021-10,jurong west,207,boon lay place,2,1924.5572509765625
2021-01,bedok,117,Bedok North Road,2,1892.3671875
2023-05,jurong west,541,jurong west avenue 1,3,2761.8173828125
2021-06,punggol,162b,punggol central,4,2211.06494140625
2021-09,jurong east,244,jurong east street 24,2,1942.8153076171875
2021-02,jurong west,520,Jurong West Street 52,2,1904.4837646484375
2022-08,tampines,101,simei street 1,3,2870.862060546875
2022-09,clementi,303,clementi avenue 4,2,2494.158447265625
2023-07,hougang,456,hougang avenue 10,3,2777.307861328125
2021-09,punggol,637c,Punggol Drive,3,1982.867431640625
2021-10,bukit merah,63,Telok Blangah Hts,2,2251.16455078125
2021-01,ang mo kio,174,Ang Mo Kio Avenue 4,2,1789.5657958984375
2023-04,jurong west,337a,Tah Ching Road,3,3577.69189453125
2021-03,tampines,899,tampines street 81,2,1842.449951171875
2023-07,toa payoh,199,Toa Payoh North,2,2221.8935546875
2022-04,ang mo kio,635,Ang Mo Kio Avenue 6,2,2031.4381103515625
2021-03,bukit timah,10,Toh Yi Drive,5,2764.23193359375
2021-03,ang mo kio,417,ang mo kio avenue 10,2,1787.4296875
2023-02,pasir ris,701,pasir ris drive 10,3,3494.276123046875
2022-11,yishun,812,Yishun Ring Road,3,3282.37109375
2022-06,pasir ris,472,pasir ris drive 6,4,2784.2568359375
2022-09,bukit merah,119d,kim tian road,3,3016.96240234375
2023-04,tampines,916,tampines street 91,3,2940.75341796875
2023-03,queenstown,165,stirling road,2,2718.07568359375
2021-10,sengkang,309d,anchorvale road,4,2050.252197265625
2023-07,bishan,205,Bishan Street 23,3,3843.6630859375
2022-03,queenstown,171,Stirling Road,2,2240.055419921875
2023-03,yishun,804,yishun ring road,4,3311.327392578125
2023-01,jurong west,987a,jurong west street 93,3,3786.590576171875
2021-01,bedok,169,bedok sth avenue 3,3,2164.81494140625
2022-06,bukit batok,160,bukit batok street 11,3,2419.98583984375
2022-04,ang mo kio,585,ang mo kio avenue 3,2,2222.387939453125
2021-05,tampines,348,tampines street 33,4,2149.353271484375
2022-10,serangoon,308,serangoon avenue 2,3,2809.541259765625
2022-12,ang mo kio,319,ang mo kio avenue 1,2,3156.358642578125
2021-10,bedok,81,Bedok North Road,3,2199.264404296875
2022-06,punggol,647,Punggol Central,4,3013.337646484375
2022-09,hougang,327,hougang avenue 5,2,2374.8203125
2021-05,toa payoh,169,lorong 1 toa payoh,2,2077.1640625
2021-03,bukit panjang,519,Jelapang Road,3,2025.07763671875
2022-01,pasir ris,479,pasir ris drive 4,3,2393.351318359375
2023-03,yishun,880,Yishun Street 81,3,3129.563720703125
2022-03,bedok,419,Bedok North Street 1,2,1897.3228759765625
2021-06,pasir ris,749,pasir ris street 71,3,2090.16015625
2022-12,woodlands,15,Marsiling Lane,2,2537.439208984375
2023-07,sengkang,332a,Anchorvale Link,3,3796.53466796875
2023-01,ang mo kio,559,ang mo kio avenue 10,2,2917.049560546875
2022-08,pasir ris,649,pasir ris drive 10,5,3087.75341796875
2022-03,ang mo kio,541,ang mo kio avenue 10,2,2388.888671875
2022-01,tampines,151,Simei Street 1,4,2473.327880859375
2022-11,jurong east,213,Jurong East Street 21,4,3435.091064453125
2021-10,woodlands,878,woodlands avenue 9,4,2103.739990234375
2023-07,yishun,816,Yishun Street 81,3,3843.765625
2023-03,yishun,161,yishun street 11,4,3009.23876953125
2023-03,sembawang,478,Sembawang Drive,3,3709.184814453125
2021-06,clementi,730,clementi west street 2,2,1934.935791015625
2022-11,sembawang,359c,admiralty drive,3,3266.74462890625
2021-10,tampines,933,Tampines Street 91,3,2273.194091796875
2022-11,yishun,727,Yishun Street 71,3,2595.04052734375
2021-09,sembawang,326,Sembawang Crescent,3,2085.27783203125
2022-07,bukit panjang,467,Segar Road,4,2641.3837890625
2021-10,bedok,59,New Upper Changi Road,2,2160.22412109375
2022-04,tampines,892,tampines avenue 8,5,2778.119384765625
2021-02,yishun,820,yishun street 81,3,2116.822021484375
2022-01,punggol,295,punggol central,3,2133.729736328125
2021-10,bishan,292,bishan street 22,3,2844.079345703125
2022-03,jurong east,287d,jurong east street 21,5,2337.185302734375
2022-11,choa chu kang,524,choa chu kang street 51,5,3862.181884765625
2023-06,bishan,209,bishan street 23,3,3376.394287109375
2022-06,tampines,270,Tampines Street 21,2,2561.88232421875
2021-11,sengkang,277d,compassvale link,3,2167.59423828125
2023-03,ang mo kio,121,ang mo kio avenue 3,2,2751.13720703125
2021-01,sengkang,133,rivervale street,4,2050.8076171875
2023-02,central,1b,cantonment road,4,5816.6123046875
2023-07,hougang,425,hougang avenue 6,3,3496.740478515625
2022-03,clementi,377,Clementi Avenue 5,2,2364.7578125
2021-12,bedok,423,Bedok North Avenue 1,2,1930.6746826171875
2023-01,yishun,367,Yishun Ring Road,3,2208.964111328125
2021-03,sengkang,305b,Anchorvale Link,4,2313.99267578125
2021-06,central,269c,queen street,2,2021.06201171875
2022-09,kallang/whampoa,101,jalan rajah,3,2793.842529296875
2022-12,bukit merah,19,Jalan Membina,4,4300.322265625
2022-12,punggol,615c,Edgefield Plains,3,3295.3046875
2023-05,tampines,852,tampines street 82,2,2857.373046875
2023-02,central,1f,cantonment road,4,5773.02587890625
2023-04,bedok,102,Bedok North Avenue 4,2,2717.421875
2021-07,kallang/whampoa,102,jalan rajah,3,2374.68994140625
2022-07,kallang/whampoa,108,Mcnair Road,3,2963.372314453125
2023-04,toa payoh,160,Lorong 1 Toa Payoh,1,2259.01611328125
2023-02,pasir ris,149,Pasir Ris Street 13,4,3566.256103515625
2023-06,sembawang,351c,Canberra Road,4,3278.21044921875
2023-03,yishun,395,Yishun Ring Road,3,3362.556396484375
2021-11,queenstown,82,Strathmore Avenue,4,2824.162109375
2021-07,sengkang,137,Rivervale Street,5,2181.078369140625
2021-10,clementi,206,clementi avenue 6,5,2712.035888671875
2022-03,ang mo kio,607,ang mo kio avenue 4,2,1992.75537109375
2023-04,queenstown,166,Stirling Road,2,3147.467529296875
2021-03,woodlands,737,woodlands circle,3,1851.7882080078125
2021-09,jurong east,110,jurong east street 13,2,1920.156494140625
2022-06,toa payoh,91,Lorong 3 Toa Payoh,2,1927.6224365234375
2021-06,queenstown,13,ghim moh road,4,3025.16064453125
2021-11,bukit merah,49,hoy fatt road,3,2448.66943359375
2022-07,geylang,43,Sims Drive,3,2642.4658203125
2021-05,pasir ris,134,Pasir Ris Street 11,5,2200.70166015625
2021-12,tampines,438,Tampines Street 43,2,1965.8995361328125
2023-06,ang mo kio,213,Ang Mo Kio Avenue 3,2,1717.39111328125
2023-01,choa chu kang,286,choa chu kang avenue 3,3,2669.191162109375
2022-02,bedok,210,new upper changi road,2,1940.543701171875
2022-07,choa chu kang,284,Choa Chu Kang Avenue 3,3,2288.475830078125
2021-05,tampines,519c,Tampines Central 8,3,2310.59716796875
2021-12,jurong west,515,jurong west street 52,3,2130.87890625
2021-09,jurong east,229,jurong east street 21,2,1970.70556640625
2021-07,sengkang,217a,Compassvale Drive,4,2638.8984375
2022-02,bukit merah,130,bukit merah view,2,2660.560791015625
2022-04,bukit panjang,611,bukit panjang ring road,4,2146.09423828125
2021-07,bukit merah,118c,jalan membina,4,3146.77294921875
2021-10,yishun,456,yishun street 41,2,1975.0943603515625
2022-11,sembawang,318,sembawang vista,4,2188.55859375
2022-02,ang mo kio,456,Ang Mo Kio Avenue 10,2,1948.4727783203125
2021-11,sengkang,305a,anchorvale link,4,2711.15087890625
2023-04,ang mo kio,121,ang mo kio avenue 3,2,3002.30029296875
2021-02,tampines,724,tampines street 71,4,2351.98583984375
2023-07,jurong west,468,jurong west street 41,4,3358.0078125
2022-09,clementi,454,Clementi Avenue 3,3,3185.372802734375
2023-02,choa chu kang,535,choa chu kang street 51,1,1969.245849609375
2022-06,ang mo kio,471,ang mo kio avenue 10,2,1745.0748291015625
2021-03,bukit panjang,245,Bukit Panjang Ring Road,4,2306.177978515625
2022-08,serangoon,335,Serangoon Avenue 3,3,2611.71826171875
2023-06,yishun,640,Yishun Street 61,2,2993.298583984375
2023-07,bukit merah,23,Jalan Membina,4,4828.6728515625
2023-04,choa chu kang,284,Choa Chu Kang Avenue 3,3,3086.96044921875
2022-11,central,1c,Cantonment Road,3,3755.739013671875
2022-01,bedok,130,bedok north street 2,3,2310.075439453125
2022-07,queenstown,23,ghim moh link,3,2617.4765625
2021-04,tampines,476,tampines street 44,4,2464.729736328125
